6 26
7 24
7 26
8 14
8 15
8 22
8 23
8 36
8 37
9 13
9 17
9 22
9 23
9 36
9 37
10 2
10 3
10 12
10 18
10 22
10 23
11 2
11 3
11 12
11 16
11 18
11 19
11 24
11 26
12 12
12 18
12 26
13 13
13 17
14 14
14 15
